Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars
NGIL,Paisley Print NGIL Large Quilted Duffle Bag,32.82,,NA,NA,NA,Package Dimensions:  10 x 5 x 1 inches; Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B01NCOVVVD; ; Item model number:  PSN2626_031; Date first available at Amazon.com:  December 22 2016; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Meiyuan,Meiyuan Useful Travel Large Duffel Bag Clothes Storage Bag Waterproof Travel Luggage Tote Bag,5.62,Dark Blue; Light Blue; Pink; Wine Red,NA,NA,NA,Product Dimensions:  18.9 x 12.6 x 6.3 inches; Shipping Weight:  5.3 ounces (View shipping rates and policies); ASIN:  B074P2KY7H; ; Date first available at Amazon.com:  August 9 2017; Amazon Best Sellers Rank:  #2949402 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3842 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3842 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
,Jack Spade Men's Waxwear Coal Bag,398.00,,NA,NA,NA,Package Dimensions:  17.7 x 15.4 x 6.1 inches; Shipping Weight:  3.85 pounds (View shipping rates and policies); ASIN:  B071GNXJ7B; ; Item model number:  NYRU2640; Date first available at Amazon.com:  August 13 2017; Amazon Best Sellers Rank:  #4897855 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#5919 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #5919 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
BACCINI,BACCINI large travel bag carry-all - man weekender duffel bag ROBERTO | overnight duffle bag hold-all men´s bag leather | PREMIUM-QUALITY,89.00,,4 customer reviews,3.1 out of 5 stars,NA,Product Dimensions:  20 x 7 x 13 inches; Shipping Weight:  1.72 pounds (View shipping rates and policies); ASIN:  B005226VN6; ; Item model number:  ROBERTO; Date first available at Amazon.com:  May 1 2013; Amazon Best Sellers Rank:  #2293153 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2184 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #2184 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 4 customer reviews,5 star (25%),4 star (25%),N/A,2 star (25%),1 star (25%)
Ever Moda,Ever Moda Cross Duffle Bag,22.73 - 34.97,,1 customer review,5.0 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B076ZYGKVZ; ; Date first available at Amazon.com:  October 29 2017; Amazon Best Sellers Rank:  #2302780 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3059 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3059 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
Dispalang,Dispalang Cute Ballet Print Travel Tote Bags Large Gym Bags Duffle Bag,34.99,Ballet1; Ballet2; Ballet3; Ballet4; Ballet5; Ballet6; Ballet7,NA,NA,NA,Item Weight:  1.1 pounds; Shipping Weight:  1.1 pounds (View shipping rates and policies); ASIN:  B07841ZLJL; Average Customer Review:  Be the first to review this item; Amazon Best Sellers Rank:  #1619108 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#5999 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #5999 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,N/A,N/A,N/A,N/A,N/A
Sanrio,Duffle Bag - Hello Kitty - Garden,23.85,,NA,NA,NA,Product Dimensions:  16 x 8 x 12 inches; Shipping Weight:  1.1 pounds (View shipping rates and policies); ASIN:  B00E0WXB7I; ; Date first available at Amazon.com:  July 19 2013; Amazon Best Sellers Rank:  #3261746 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#4216 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #4216 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
TIMMARI,Timmari Italian Leather Medium Travel Duffel Bag,179.99,Black; Brown; Mocha; Tan,6 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  21 x 10 x 12 inches; Shipping Weight:  4 pounds (View shipping rates and policies); ASIN:  B0099611J0; ; Item model number:  Duffelmedium; Date first available at Amazon.com:  September 11 2012; Amazon Best Sellers Rank:  #3359771 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#4340 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #4340 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 6 customer reviews,5 star (66%),4 star (17%),3 star (17%),N/A,N/A
,World Traveler Houndstooth 22-inch Lightweight Duffle Bag,28.79,Black Trim Houndstooth; Fuchsia Trim Houndstooth,NA,NA,NA,Product Dimensions:  22 x 10 x 11 inches; Shipping Weight:  3 pounds (View shipping rates and policies); ASIN:  B019YV1LBM; ; Item model number:  811022-606B/W; Date first available at Amazon.com:  December 30 2015; Amazon Best Sellers Rank:  #3871942 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#4886 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #4886 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Wilsons Leather,Wilsons Leather Mens Double Handle Weekender Duffel,112.49,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B017T2TSU4; ; Item model number:  68295138; Date first available at Amazon.com:  November 10 2015; Amazon Best Sellers Rank:  #5886405 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3978 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Briefcases; #3978 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Briefcases; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Broad Bay,Puerto Rico Flag Duffel Bag - Puerto Rico Gym Bags w/ SHOE POCKET,34.99,,NA,NA,NA,Product Dimensions:  24 x 12 x 12 inches; Shipping Weight:  1.67 pounds (View shipping rates and policies); ASIN:  B01EJTRSW0; ; Date first available at Amazon.com:  April 20 2016; Amazon Best Sellers Rank:  #3624694 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#4633 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #4633 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Royce Leather,Royce Leather Luxury Travel Duffel Carryon Bag In Colombian Genuine Leather Duffel Bag,187.13,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  23.5 x 10.5 x 15 inches; Shipping Weight:  3.9 pounds (View shipping rates and policies); ASIN:  B00F59NOJK; ; Item model number:  VLDB-BLK; Date first available at Amazon.com:  September 12 2013; Amazon Best Sellers Rank:  #733684 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1044 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1044 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
,World Traveler Chevron 21-inch Rolling Duffel Bag,47.42,Fuchsia Black Chevron; Fuchsia White Chevron,7 customer reviews,2.9 out of 5 stars,NA,Product Dimensions:  21 x 11 x 12 inches; Shipping Weight:  4.35 pounds (View shipping rates and policies); ASIN:  B018O5H3MU; ; Item model number:  8112022-165F/W; Date first available at Amazon.com:  October 1 2014; Amazon Best Sellers Rank:  #2746971 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3591 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3591 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 7 customer reviews,5 star (43%),4 star (29%),N/A,2 star (14%),1 star (14%)
Anello,Anello 2 Way Shoulder Handle Polyester Canvas Waterproof Boston Bag,59.90,Black; Blue; Camouflage; Charcoal Gray; Dark Orange; Khaki; Light Gray; Light Green; Navy; Tricolor; Yellow,1 customer review,4.0 out of 5 stars,NA,Product Dimensions:  11 x 4.7 x 13 inches; Shipping Weight:  14.1 ounces (View shipping rates and policies); ASIN:  B06XD4ZVLZ; ; Item model number:  AT-H0852; Date first available at Amazon.com:  December 2 2016; Amazon Best Sellers Rank:  #2470032 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3255 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3255 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,N/A,4 star (100%),N/A,N/A,N/A
Ever Moda,Ever Moda Tropical Flamingo Duffle Bag,34.36,,NA,NA,NA,Product Dimensions:  22 x 10 x 12 inches; Shipping Weight:  2.45 pounds (View shipping rates and policies); ASIN:  B071LPW2QH; ; Item model number:  SN9523NV; Date first available at Amazon.com:  April 21 2015; Amazon Best Sellers Rank:  #2318045 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3076 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3076 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
YH,Custom Personalized 19" Fashion Multi Pocket Duffle Bag (Blank Orange Chevron - 165 OR/W),29.99,,2 customer reviews,3.4 out of 5 stars,NA,Product Dimensions:  19 x 7 x 9 inches; Shipping Weight:  1.7 pounds (View shipping rates and policies); ASIN:  B01BH5UVAA; ; Item model number:  10459521; Date first available at Amazon.com:  February 4 2016; Amazon Best Sellers Rank:  #3041356 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3958 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3958 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 2 customer reviews,5 star (50%),N/A,N/A,2 star (50%),N/A
Fjällräven,Fjallraven Versatile Bag Duffel No. 6 G-1000 Waterproof F24242,249.90,,NA,NA,NA,Product Dimensions:  17.7 x 29.9 x 17.7 inches ; 4.19 pounds; Shipping Weight:  4.3 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B00TQVVUX0; Item model number:  F24242; Average Customer Review:  Be the first to review this item; Amazon Best Sellers Rank:  #972359 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#2200 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #2200 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels,N/A,N/A,N/A,N/A,N/A
Victoria's Secret,Victoria's Secret PINK duffel bag gold bling Tote Bag Travel Leopard Weekender,89.99,,NA,NA,NA,Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B077T5B9WQ; ; Item model number:  BF-374-488; Date first available at Amazon.com:  November 25 2017; Amazon Best Sellers Rank:  #4739899 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#5786 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #5786 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Victoria's Secret,Victoria's Secret Large Weekender Duffel Bag Black and Pink Striped,79.95,,11 customer reviews,4.0 out of 5 stars,NA,Package Dimensions:  12.4 x 8 x 2.4 inches; Shipping Weight:  1.1 pounds (View shipping rates and policies); ASIN:  B00M8JBDR0; ; Date first available at Amazon.com:  July 29 2014; Amazon Best Sellers Rank:  #1571446 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2195 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2195 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 11 customer reviews,5 star (64%),4 star (9%),3 star (18%),2 star (9%),N/A
Villacera,Villacera 28-Inch Traveling Duffel Bag | Folds Down Easy | Green | Gym Bag,24.95,,NA,NA,Product Dimensions: 27.5 x 14.5 x 16 inches; Item Weight: 1.25 pounds; Shipping Weight: 1.25 pounds (View shipping rates and policies); Manufacturer: Villacera; ASIN: B0756J4BP8; Item model number: 5610 Green Travel Duffle Lg; Customer Reviews: Be the first to review this item0.0 out of 5 stars; Date first available at Amazon.com: May 15 2017,NA,N/A,N/A,N/A,N/A,N/A
Floto,Floto Positano Gladstone Travel Bag in Saddle Brown Italian Calfskin Leather,199.00,,13 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  15 x 18 x 8 inches; Shipping Weight:  5 pounds (View shipping rates and policies); ASIN:  B00M3FEH0E; ; Item model number:  4019-DS; Date first available at Amazon.com:  July 4 2014; Amazon Best Sellers Rank:  #1571160 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2193 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2193 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 13 customer reviews,5 star (62%),4 star (15%),3 star (15%),N/A,1 star (8%)
Floto,Floto Lugano Leather Duffel Bag,314.40,Black; Brown; Red,1 customer review,3.0 out of 5 stars,NA,Product Dimensions:  20 x 9 x 14 inches; Shipping Weight:  5.5 pounds (View shipping rates and policies); ASIN:  B00CH3J9T6; ; Item model number:  FL8873Brown; Date first available at Amazon.com:  April 22 2013; Amazon Best Sellers Rank:  #5542212 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#6530 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #6530 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,N/A,N/A,3 star (100%),N/A,N/A
,G.H. Bass & Co. Tamarack Duffle,39.99,Grey; Khaki; Red,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  19 x 9 x 13 inches; Shipping Weight:  4.45 pounds (View shipping rates and policies); ASIN:  B014R9OSRK; ; Item model number:  GC120TR5; Date first available at Amazon.com:  September 22 2015; Amazon Best Sellers Rank:  #534111 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#811 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #811 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
KAVU,KAVU Women's Davy Duffle Bag,51.32,Black; Mahogany; Tobacco; Wild Pink,3 customer reviews,2.7 out of 5 stars,NA,Item Weight:  2.5 pounds; Shipping Weight:  1.4 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item can be shipped to select countries outside of the U.S. Learn More; ASIN:  B00L6CAKEC; Item model number:  9027; Average Customer Review: 3 customer reviews; Amazon Best Sellers Rank:  #759966 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#2858 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2858 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,N/A,4 star (34%),3 star (33%),N/A,1 star (33%)
Lug,Lug Caboose Carry All Bag-Midnight Black,75.99,,3 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  19 x 16 x 9 inches; Shipping Weight:  2.6 pounds (View shipping rates and policies); ASIN:  B00N8IOO76; ; Item model number:  CABOOSE-MIDNIGHT BLACK; Date first available at Amazon.com:  September 13 2014; Average Customer Review: 3 customer reviews,5 star (67%),4 star (33%),N/A,N/A,N/A
Coleman,Coleman Tactical Gear 22" Duffel Bag,39.99,Black; Burgundy; Charcoal; Navy,3 customer reviews,2.6 out of 5 stars,NA,Product Dimensions:  22 x 11.5 x 12 inches; Shipping Weight:  1.65 pounds (View shipping rates and policies); ASIN:  B01MU2XIWA; ; California residents:  Click here for Proposition 65 warning; Item model number:  19710-31-22; Date first available at Amazon.com:  January 30 2017; Amazon Best Sellers Rank:  #2460237 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3246 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3246 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 3 customer reviews,5 star (34%),N/A,N/A,2 star (33%),1 star (33%)
Ever Moda,Ever Moda Cactus Print Duffle Bag,34.32,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  22 x 10 x 12 inches; Shipping Weight:  2.3 pounds (View shipping rates and policies); ASIN:  B072PTGGC9; ; Item model number:  CA9523; Date first available at Amazon.com:  April 21 2015; Amazon Best Sellers Rank:  #2603497 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3422 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3422 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
Horizon Dance,Duffle Dance Bag4366multi-coloredOne-Size,29.63,,12 customer reviews,3.4 out of 5 stars,NA,Product Dimensions:  7 x 7 x 7 inches; Shipping Information:  View shipping rates and policies; ASIN:  B003XZWFHU; ; Date first available at Amazon.com:  October 24 2004; Amazon Best Sellers Rank:  #1447961 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2021 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2021 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 12 customer reviews,5 star (33%),4 star (25%),3 star (17%),2 star (8%),1 star (17%)
,Original Penguin Men's Father's Day Dopp Kit,48.00,,NA,NA,NA,Package Dimensions:  14.5 x 9.8 x 3.1 inches; Shipping Weight:  12.8 ounces (View shipping rates and policies); ASIN:  B01BLND894; ; Item model number:  OPAS6135; Date first available at Amazon.com:  May 9 2016; Amazon Best Sellers Rank:  #4114878 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#5144 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #5144 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
